key,alt,answer,audio
一致,"yīzhì (一致, 一致)","symphonize, coheiress, identical, quadrate, accord, coincide, equate, homologize, answer, comport, concur, consist, unanimous, chime_in, agree, jibe, unite, square, correspond, consort",top2/793.mp3
最多,"zuìduō (最多, 最多)",the majority,top2/794.mp3
股票,"gǔpiào (股票, 股票)","capital stock, share, stock certificate, security, share certificate, stock",top2/795.mp3
作者,"zuòzhě (作者, 作者)","composer, author, writer, wright, paragrapher, auteur, paternity",top2/796.mp3
島,"dǎo (島, 岛)","island, isle",top2/797.mp3
細胞,"xìbāo (細胞, 细胞)",cell,top2/798.mp3
病毒,"bìngdú (病毒, 病毒)","worm, viral, virus",top2/799.mp3
衛生,"wèishēng (衛生, 卫生)","hygiene, health, sanitation",top2/800.mp3
易,"yì (易, 易)",easy,top2/801.mp3
抗議,"kàngyì (抗議, 抗议)",protest,top2/802.mp3
免費,"miǎnfèi (免費, 免费)","be free of charge, free_of_charge, gratuitous, gratis",top2/803.mp3
教育局,"jiàoyūjú (教育局, 教育局)",Bureau of Education,top2/804.mp3
哪,"na (哪, 哪)",particle: formed by linking syllable ending in n with particle a,top2/805.mp3
農業,"nóngyè (農業, 农业)","farm, farming, geoponics, husbandry, agricultural, plow, agriculture",top2/806.mp3
管制,"guǎnzhì (管制, 管制)","regulate, govern, guard, break_in, tie_up, tutor, regularize, put under surveillance, order, control",top2/807.mp3
一定,"yīdìng (一定, 一定)",certain,top2/808.mp3
自動化,"zìdònghuà (自動化, 自动化)",automation,top2/809.mp3
展示,"zhǎnshì (展示, 展示)","reveal, lay bare",top2/810.mp3
情感,"qínggǎn (情感, 情感)","affect, friendship, sensibility, bond, emotion, bosom, breast, sentiment, emotional, chasm, feeling, feelings",top2/811.mp3
熱,"rè (熱, 热)",hot,top2/812.mp3
一邊,"yībiān (一邊, 一边)","at the same time, simultaneously;on the one/other hand",top2/813.mp3
忘,"wàng (忘, 忘)","forget, overlook, neglect",top2/814.mp3
拒絕,"jùjué (拒絕, 拒绝)","deny, rebut, bar, repel, naysay, scout, abnegate, overrule, reject, decline, disclaim, eliminate, refusal, deduct, turn away, snub, shut, thumb, debar, abjure, override, exclude, recant, turndown, withhold, renunciate, retract, repudiate, forswear, turn_down, turn down, nill, kick, brush_off, repulse, rule out, brush off, recoup, pass up, rebuff, rejection, renounce, refuse, nix, foreclose",top2/815.mp3
只有,"zhǐyǒu (只有, 只有)","conj.: only,  alone",top2/816.mp3
妻子,"qīzǐ (妻子, 妻子)","frow, feme, married woman, wifelike, wife, woman, femme, missis, squaw",top2/817.mp3
行業,"hángyè (行業, 行业)","metier, mystery, profession, line, game, craft, calling, trade, industry, biz, walk_of_life, racket, living",top2/818.mp3
經理,"jīnglǐ (經理, 经理)","amaldar, intendant, manager, steward, executive, managing director, exec, director, skipper, syndic, executive director",top2/819.mp3
那樣,"nàyàng (那樣, 那样)","that kind of, like that",top2/820.mp3
和平,"hépíng (和平, 和平)","mild, peaceful",top2/821.mp3
哭,"kū (哭, 哭)","greet, cry, weep",top2/822.mp3
城,"chéng (城, 城)","wall, city wall, city, kasbah, town, township, burgh, castle, burg",top2/823.mp3
根,"gēn (根, 根)",m.[general],top2/824.mp3
主人,"zhǔrén (主人, 主人)","lord, housemaster, host, symposiarch, marse, bwana, padrone, boss, master, baas, provider, mast, owner, landlord",top2/825.mp3
廠,"chǎng (廠, 厂)","factory, mill, plant, works, yard, depot",top2/826.mp3
大人,"dàrén (大人, 大人)","grownup, adult, milord, respectful salutation for one's seniors/, grown up, respectful salutation for one's parents, Your Excellency, panjandrum, Highness, respectful salutation for one's parents/seniors/etc., Tuan, Bahadur, bahadur, sahib",top2/827.mp3
機器,"jīqì (機器, 机器)","enginery, life, machinery, machine, plant, apparatus, engine, gizmo",top2/828.mp3
不得,"bùdé (不得, 不得)","must/may not, not be allowed",top2/829.mp3
橋,"qiáo (橋, 桥)","backbend, fret, span, pons, pier arch, bridge, spar",top2/830.mp3
以下,"yǐxià (以下, 以下)",the following,top2/831.mp3
幅,"fú (幅, 幅)","vector, width of cloth, size, piece, m.[general], ",top2/832.mp3
公分,"gōngfēn (公分, 公分)",m.[standard],top2/833.mp3
失敗,"shībài (失敗, 失败)","be defeated, fail, lose",top2/834.mp3
真實,"zhēnshí (真實, 真实)","true, real, authentic, factual",top2/835.mp3
主張,"zhǔzhāng (主張, 主张)","advocate, stand for, maintain, hold",top2/836.mp3
外面,"wàimiàn (外面, 外面)","surface, outward appearance, without, outside, exterior",top2/837.mp3
直,"zhí (直, 直)","directly, straight, continuously, just, simply",top2/838.mp3
車子,"chēzi (車子, 车子)",vehicle,top2/839.mp3
星期,"xīngqí (星期, 星期)","Sunday, week",top2/840.mp3
表面,"biǎomiàn (表面, 表面)","crust, superficial, facing, show, exterior, obverse, rind, face, superficies, top, outside, appearance, facade, surface, bosom, window dressing",top2/841.mp3
紐約,"niǒuyuē (紐約, 纽约)",New York city in American,top2/842.mp3
做法,"zuòfǎ (做法, 做法)","way of doing sth., modus_operandi, practice, manner, method, making sth., way of making sth., shtick, way, way of doing, way of doing/making sth., personal manner",top2/843.mp3
創意,"chuàngyì (創意, 创意)","create new meanings, get up and",top2/844.mp3
台中,"táizhōng (台中, 台中)",Taichung big city in Taiwan,top2/845.mp3
乃,"nǎi (乃, 乃)",therefore,top2/846.mp3
構成,"gòuchéng (構成, 构成)","constitute, form, compose, make up",top2/847.mp3
網際,"wǎngjì (網際, 网际)",internet,top2/848.mp3
怎麼辦,"zěnmebàn (怎麼辦, 怎么办)",what should someone do?,top2/849.mp3
事務,"shìwù (事務, 事务)","pursuit, shebang, routine, affair, work, concern, general affairs, desk, business, matter, transaction",top2/850.mp3
眼前,"yǎnqián (眼前, 眼前)",before one's eyes,top2/851.mp3
警察,"jǐngchá (警察, 警察)","police officer, cop, trooper, bluecoat, finest, jack, peon, policeman, police force, constable, policemen, flattie, fuzz, constabulary, shamus, bull, bobby, robert, copper, tipstaff, rozzer, flatfoot, john, peeler, Vopo, law, runner, officer, gumshoe, pig, police, the police, beetle crusher, flic",top2/852.mp3
個性,"gèxìng (個性, 个性)","kidney, specific property, personalism, fibre, individuation, personhood, particularity, fiber, character, individual character, self identity, mentality, idiosyncrasy, spirit, individuality, individualism, selfhood, personality",top2/853.mp3
研究院,"yánjiùyuàn (研究院, 研究院)","research institute, academy",top2/854.mp3
意願,"yìyuàn (意願, 意愿)","will, wish, desire, inclination, aspiration, request, pleasure",top2/855.mp3
視訊,"shìxùn (視訊, 视讯)","visual signal, video, display",top2/856.mp3
體制,"tǐzhì (體制, 体制)","frame, organization, system of organization, framework, system, apparatus, framing, organisation",top2/857.mp3
經濟部,"jīngjìbù (經濟部, 经济部)",Ministry of Economic Affairs,top2/858.mp3
感受,"gǎnshòu (感受, 感受)","perception, sentiment, mood",top2/859.mp3
負責人,"fùzérén (負責人, 负责人)","sponsor, point man, leading cadre, person in charge, undertaker, keeper",top2/860.mp3
